ID,Title,Channel_title,Country,Views,Duration(h),VivoY20s_Usage(mAh),Pocox3pro_Usage(mAh),Avg_Usage(mAh),Energy(J),Total_Energy(kJ)
593,신비아파트 다음시즌에 꼭 나와야 될 귀신은?22탄,아빠랑놀자,KR,157057,0.073611111,,31,31,111.6,17528
594,Sincham Tteokbokki & Others Mukbang!!,박병진용사,KR,83433,0.25,,92,92,331.2,27633
595,ASMR Mukbang (eating broadcasting) with Cream Cheese Fried Spicy Seafood Noodle Soup~!!,떵개떵,KR,243746,0.33,,134,134,482.4,117583
596,맛있는 가을무로 석박지 쉽고 맛있게 담그는 비법 섞박지 레시피 심방골주부,심방골주부,KR,193163,0.128611111,,60,60,216,41723
597,Tasty Guys Skit Collection.zip Ep. 1 'Family',맛있는 녀석들 (Tasty Guys),KR,98076,0.194166667,,77,77,277.2,27187
598,재미있는 16가지 DIY 할로윈 아이디어,Troom Troom Kr,KR,34371,0.220833333,,89,89,320.4,11012
599,Korean Idol Group W24 attempts to guess Western Celebrity ages,The World of Dave데이브,KR,156170,0.215,,102,102,367.2,57346
600,한국 유튜버 최초 스카이다이빙 도전기! 배그 실사 체험 ㅋㅋ [上편],조섭,KR,42648,0.384166667,,129,129,464.4,19806
601,[방탄소년단/진&지민&정국] 지진정 케미 모음,흥칫뿡뀨,KR,101008,0.258888889,,116,116,417.6,42181
602,김인직 맨유 감독이 되다 #7 노스웨스트 더비! 감감독 인생전술 찾았다!? 위닝일레븐2019 PES2019,감스트GAMST,KR,164236,0.741944444,,254,254,914.4,150177
603,"헤어졌는데, 관계는 가지는 여자의 심리",김달,KR,33626,0.099166667,,42,42,151.2,5084
604,윤수현[천태만상] 뮤비,창현거리노래방 쏭카페KPOP COVER STREET KARAOKE,KR,1497234,0.060555556,,24,24,86.4,129361
605,Thách thức danh hài 5|Tập 3 full: Trường Giang Trấn Thành cười lăn lóc khiến thí sinh nhí đòi bỏ thi,DIEN QUAN Comedy / Hài,KR,768433,1.030555556,,331,331,1191.6,915665
606,"[우마]한 점의 행복 - 신의 한 점 편 - Chicken Oyster, Sot-l'y-laisse",U.M.A.우마,KR,295505,0.289166667,,91,91,327.6,96807
607,When Jolly Met the Cast of Bohemian Rhapsody...🤭 (ft. Shandy),JOLLY,KR,91652,0.146944444,,52,52,187.2,17157
608,BOA (보아) - Fox | Kiss My Lips [Music Bank COMEBACK / 2015.05.15],KBS WORLD TV,KR,190706,0.109166667,,40,40,144,27462
609,Deweni Inima | Episode 451 30th October 2018,TV Derana,KR,445130,0.311388889,,103,103,370.8,165054
610,러너웨이 선수들의 깜짝 이벤트,러너 꽃빈TV,KR,60223,0.283611111,,97,97,349.2,21030
611,IZ*ONE (아이즈원) - 1st Mini Album [COLOR*IZ] MV TEASER 2,Mnet Official,KR,815282,0.007777778,,1,1,3.6,2935
612,충격적인 비쥬얼..  김치와 같이 먹는 치킨 *김치킨* 을 먹어보았습니다 ㅋㅋ 제2의 신호등 치킨인가??,양팡 YangPang,KR,483082,0.063888889,,26,26,93.6,45216
613,[5 mins gone] The Forbidden word of Hae Ri?!?! (Highkick ENG/SPA subbed),MBCentertainment,KR,192973,0.086388889,,38,38,136.8,26399
614,산중호걸 부부의 수상한 오지 라이프 [현장르포 특종세상 239회],MBN Entertainment,KR,150933,0.190555556,,76,76,273.6,41295
615,너불님의 희망사항 [늪지대 멤버영상],늪지대에서 생긴 일,KR,15619,0.015555556,,3,3,10.8,169
616,"주옥순 ""文도 사죄하라""…'분노 폭발' 시민에 봉변 (2019.08.09/뉴스투데이/MBC)",MBCNEWS,KR,30626,0.034444444,,8,8,28.8,882
617,HOÀ MINZY - CHẤP NHẬN ( RỜI BỎ 2 ) | OFFICIAL MUSIC VIDEO ( 4K ),Hòa Minzy,KR,3819256,0.132777778,,55,55,198,756213
618,Introducing the new MacBook Air — Apple,Apple,KR,2755746,0.041388889,,13,13,46.8,128969
619,"[한글자막] 서울같은 큰 도시에서 사는게 꿈이라는 소녀의 RM,  Seoul 가사 영상 리액션",미쓰촤,KR,43830,0.112222222,,57,57,205.2,8994
620,"좀비전쟁 : 할로윈 특집 2편 [ 할로윈 제대로 즐기는법 ] (ft.코너,아기곰TV / Halloween Zombie Reallife)",T-VIRUS Films (티바이러스),KR,165054,0.103888889,,42,42,151.2,24956
621,Wes Episode 62 ||  වෙස්     . . . |  සතියේ දිනවල රාත්‍රී 9.00 ට . . .,Swarnavahini TV,KR,180755,0.33,,108,108,388.8,70278
622,남자한테 사랑 받는 여자 특징,픽고 PICKGO ,KR,41621,0.156111111,,68,68,244.8,10189
623,ENG/JP) 멕시카나 김치치킨 리뷰먹방🔥 Kimchi fried Chicken Mukbang,Leeby리비,KR,58629,0.180277778,,77,77,277.2,16252
624,🍫 170000 🍫 초코클레이 한팩으로 거대초코퐁듀 액괴만들기 | 퐁당탱글포동 | 대왕액점만들기 | 뿌링클여러분 감사드리고 사랑해요 | 뿌직,PPUJIG뿌직,KR,319565,0.0525,,18,18,64.8,20708
625,"[2018 국정감사] 전희경, 84명 학교떠나도 당당. 교장보니 학부모 눈물 이해가",전희경과 자유의 힘,KR,70434,0.281666667,,112,112,403.2,28399
626,만약 백운이 무사했다면? 시열마 외전 애니메이션,삼시보,KR,82992,0.105277778,,45,45,162,13445
627,20181029 [2부] [국민을 인질로 갈 때까지 가보자는 종북세력] 070-4797-1818,이대로는 안된다,KR,15061,1.406388889,,379,379,1364.4,20549
628,ครึ่งๆ กลางๆ - bodyslam「Official MV」,Genierock,KR,2258862,0.088611111,,43,43,154.8,349672
629,10.급발진 인정! 국내 최초 판결 곧 나온다,한문철TV,KR,169989,0.199722222,,82,82,295.2,50181
630,あんさんぶるスターズ！アルバムシリーズ Valkyrie ダイジェスト動画,FRONTIERWORKS,KR,81004,0.070833333,,37,37,133.2,10790
631,"김어준의 다스뵈이다 36회 박범계, 엄마정치, 사우디 그리고 평양시민",딴지방송국,KR,434087,2.491388889,,781,781,2811.6,1220479
632,문구점 과일슬라임 섞기♥ 6가지로 화채슬라임 만들기 | 액괴상황극 | 과일청슬라임 | 과일후르츠슬라임 | 후르츠믹스슬라임 | 문구점후기,달파파TV,KR,145496,0.130277778,,50,50,180,26189
633,역사상 최강의 바다생물 전투력 TOP10,바게트TV,KR,570668,0.117222222,,53,53,190.8,108883
634,• IZ*ONE • La Vie en Rose • Line Distribution • 아이즈원 • 라비앙로즈 •,Crush on Lai Guanlin,KR,279125,0.070833333,,40,40,144,40194
635,Cô giáo dạy hóa khiến Trấn Thành bất ngờ với khả năng diễn hài tại Thách thức danh hài,KHƯƠNG DỪA CHANNEL,KR,1550526,0.258888889,,107,107,385.2,597263
636,[SEVENTEEN] GOING SEVENTEEN SPIN-OFF EP.20 2018 IDEAL CUT TOUR #3,SEVENTEEN,KR,143775,0.588888889,,182,182,655.2,94201
637,황교안 사표 사실상 보류…당분간 불편한 '동거 정부',JTBC News ,KR,91082,0.026388889,,10,10,36,3279
638,10월27일_ 거리행진_ 고품격 행진에 찬사 보내는 시민 놀라운 호응,TV baijin,KR,214791,0.64,,218,218,784.8,168568
639,풀영상]오랜만에 보는 환상의 조합!! 염코의 티키타카! 181028#4,ZICO TV커맨더지코,KR,19159,1.011944444,,304,304,1094.4,20968
640,นักมวยหมัดหนัก ชกเปรี้ยงสลบ 3 ยันถูกโจ๋รังแกก่อน ขอจ่ายหลักหมื่นเยียวยา| ทุบโต๊ะข่าว | 24พ.ย.62,AMARINTV : อมรินทร์ทีวี,KR,368619,0.178611111,,91,91,327.6,120760
641,ASL 결승전지고 우울한 이영호 앞에서.. 눈치없이 소고기먹는 봉준x홍구;;,(MUTUBE)와꾸대장봉준,KR,285015,0.516111111,,180,180,648,184690
642,정유미X이진욱 6번 헤어져도 7번 사귀게 되는 이유,흥베이커리XtvN,KR,224109,0.184444444,,74,74,266.4,59703
643,เปิดใจครั้งแรก! เชียร์ ฑิฆัมพร เล่า รักสุดช้ำกับ พระเอกดัง ไม่มีใครรู้ ถ่ายละครไป-ต้องแอบร้องไห้,เรื่องเล่า ข่าวข้น,KR,89670,0.0425,,15,15,54,4842
644,Cats vs Kaonashi Prank,수리노을SuriNoel,KR,1055903,0.089722222,,43,43,154.8,163454
645,Pencilmate Spots a Huge Asteroid! -in- SEIZE THE DOOMSDAY - Pencilmation Cartoons,Pencilmation,KR,784055,0.528611111,,158,158,568.8,445970
646,슈퍼맨이 돌아왔다 The Return of Superman - 서언이가 가져온 음식으로 패닉 된 백두산 팀.20181028,KBSEntertain,KR,148300,0.061666667,,29,29,104.4,15483
647,고양이 발톱을 엄청나게 빨리 깎아보겠습니다...!,김메주와 고양이들Mejoo and Cats,KR,98157,0.058333333,,25,25,90,8834
648,[영화걸작선] 74회 - 상류사회 2부 (스포일러 리뷰),거의없다,KR,95931,0.301666667,,99,99,356.4,34190
649,IU - 삐삐 (Cover by.슈기) 수험생분들 화이팅❤,슈기님,KR,1168790,0.031111111,,7,7,25.2,29454
650,Cô Gái Hàn Quốc Siêu Dễ Thương Trong Màn Đối Đáp Với Hari Won | VieTalents Official,VieTalents,KR,878998,0.101388889,,43,43,154.8,136069
651,북한이 망할 싯점에 이르렀다-뱅모 박성현,고교연합-자유대한연대,KR,38286,0.153611111,,50,50,180,6891
652,Minh Dự Chửi Việt Hương Sờ Mờ Lờ Khiến Trấn Thành Cười Bò | Hài Trấn Thành 2018,VieShows ,KR,2552896,0.255277778,,109,109,392.4,1001756
653,김이브님♥SNS에서 핫한 아이템을 착용했더니 전투력(?)이 상승해버렸다,김이브님,KR,155068,0.056111111,,21,21,75.6,11723
654,"बिहे गर्नै लाग्दा महिनावारी भएपछि.. हसाउँदा श्रीमति नै टाप, अन्तरवार्तामै बोकाबोक || Mazzako TV",Mazzako TV,KR,181400,0.424722222,,156,156,561.6,101874
